id_orden,fecha_alta,ciudad,edad,balance,num_productos,miembro_act,tiene_tarjeta,churn
ORD-92989,"Oct 15, 2024",Bogot√±,21.0,77440.62412152911,2,0,SÍ,0
ORD-46212,2024-10-15,Medellin,21.0,50957.51468806061,2,1,?,0
ORD-53525,15/10/2024,Monterrey  ,57.0,59847.18987026446,1,0,NO,0
ORD-57202,2024-10-15,Ciudad de M√©xico,34.0,47964.03047643051,1,0,NO,0
ORD-42635,2024/10/15,Medellín,69.0,52382.533846848426,1,0,no,1
ORD-73208,2024/10/15,Ciudad de M√©xico,69.0,54263.296509699976,4,1,NO,0
ORD-43828,2024-10-15,Medellin,53.0,33256.70418779016,3,1,SÍ,0
ORD-28711,15/10/2024,Bogota,55.0,39973.28332692281,2,1,SÍ,1
ORD-13420,2024-10-15,Medell√edn,67.0,44581.124587845705,1,0,NO,0
ORD-10301,"Oct 15, 2024",Ciudad de M√©xico,80.0,55742.77542005741,2,0,SÍ,0
ORD-55236,"Oct 15, 2024",CDMX,80.0,49235.52451241332,1,1,NO,1
ORD-76235,2024-10-15,Medell√edn,79.0,79325.81334564267,1,1,SÍ,1
ORD-64240,"Oct 15, 2024",CDMX,24.0,71177.95797449103,2,0,SÍ,0
ORD-75726,2024-10-15,Ciudad de M√©xico,44.0,45091.81109936569,4,1,NO,0
ORD-20492,"Oct 15, 2024",Bogota,31.0,84544.59743629847,3,0,?,0
ORD-16102,2024-10-15,Medell√edn,88.0,96825.51558938643,2,1,NO,0
ORD-60336,"Oct 15, 2024",Monterrey  ,22.0,-1095.6573730529271,1,1,no,0
ORD-95314,15/10/2024,Medell√edn,72.0,73307.25212665698,1,1,?,0
ORD-36641,15/10/2024,Medellín,19.0,32675.395066712525,1,1,SÍ,0
ORD-44584,"Oct 15, 2024",Ciudad de M√©xico,79.0,70018.70053308248,2,0,SÍ,1
ORD-42745,2024-10-15,Bogot√±,38.0,80955.9485161608,2,1,NO,0
ORD-33093,"Oct 15, 2024",Medellin,38.0,28075.1851372362,1,1,si,1
ORD-76105,2024/10/15,Bogotá,27.0,3691.8225246059883,2,0,NO,0
ORD-61885,2024/10/15,Bogot√±,75.0,70885.85220539663,1,1,N/A,0
ORD-46631,2024-10-15,CDMX,56.0,53385.062062090285,1,1,SÍ,0
ORD-82991,"Oct 15, 2024",Monterrey  ,22.0,8289.031152434298,2,1,SÍ,0
ORD-14014,"Oct 15, 2024",Monterrey  ,82.0,113239.11263657056,1,0,NO,1
ORD-21093,15/10/2024,Bogota,30.0,65610.4853064138,2,1,SÍ,0
ORD-28070,2024-10-15,Medellín,70.0,66752.50100312881,3,1,SÍ,0
ORD-45777,2024/10/15,Medellin,62.0,84145.44381405122,2,0,SÍ,1
ORD-66958,2024/10/15,Bogot√±,49.0,35479.40117883745,1,1,SÍ,0
ORD-92074,2024-10-15,Bogotá,53.0,,1,1,NO,0
ORD-20729,2024/10/15,Medell√edn,77.0,17016.952155505925,2,1,si,0
ORD-55017,2024-10-15,Bogota,28.0,34801.28881787039,1,0,si,0
ORD-76320,2024/10/15,Monterrey  ,80.0,59641.50001173094,1,1,NO,0
ORD-37751,2024/10/15,Bogotá,38.0,8367.8833216887,2,1,SÍ,0
ORD-88069,2024-10-15,Monterrey  ,69.0,34092.76135804797,2,1,NO,0
ORD-64748,2024-10-15,Ciudad de M√©xico,72.0,26801.651001556984,2,1,SÍ,0
ORD-15801,2024/10/15,Bogota,43.0,53552.30614050863,1,0,SÍ,0
ORD-29190,2024/10/15,Medell√edn,85.0,,2,0,SÍ,1
ORD-59689,15/10/2024,CDMX,51.0,68553.82010941143,1,1,si,1
ORD-60993,"Oct 15, 2024",Bogota,69.0,74970.41611945377,1,0,no,1
ORD-39592,2024-10-15,Medellin,69.0,84302.92116430927,2,1,NO,1
ORD-20647,2024-10-15,Medell√edn,46.0,65181.13634208515,2,0,NO,0
ORD-18716,"Oct 15, 2024",Bogot√±,55.0,97183.39747236038,3,1,SÍ,0
ORD-98891,15/10/2024,Bogota,59.0,52987.56303161705,2,0,NO,0
ORD-97545,2024/10/15,Medell√edn,38.0,45666.97114373631,3,1,NO,0
ORD-99912,2024/10/15,Bogot√±,59.0,65182.684084001,3,0,SÍ,1
ORD-80316,15/10/2024,Bogota,30.0,44589.720625185284,2,0,SÍ,0
ORD-12368,15/10/2024,Bogotá,81.0,96314.11821937624,2,0,si,1
ORD-87575,"Oct 15, 2024",CDMX,34.0,78274.5868283803,2,1,NO,0
ORD-16655,"Oct 15, 2024",Bogotá,26.0,68756.95360498785,4,0,si,0
ORD-80031,2024/10/15,Medellin,58.0,,2,0,si,0
ORD-86429,15/10/2024,Medell√edn,18.0,39813.070714628426,1,0,N/A,0
ORD-97922,15/10/2024,Bogot√±,19.0,67533.125114194,2,1,SÍ,0
ORD-65766,2024/10/15,Ciudad de M√©xico,77.0,21822.563703826025,1,0,SÍ,0
ORD-23403,2024/10/15,Bogota,65.0,88359.08833602551,2,0,SÍ,0
ORD-42097,2024/10/15,Ciudad de M√©xico,46.0,45559.08236536566,1,0,SÍ,0
ORD-88657,2024/10/15,Bogota,27.0,57627.66833101823,2,1,NO,0
ORD-20966,2024/10/15,Medellin,75.0,27259.97309516778,3,1,NO,0
ORD-62921,"Oct 15, 2024",Ciudad de M√©xico,77.0,68074.65657798052,1,1,NO,0
ORD-59726,2024/10/15,Bogot√±,38.0,38656.459679041785,1,1,SÍ,0
ORD-60300,15/10/2024,Medellín,,-9999.0,1,1,no,0
ORD-32677,2024-10-15,Bogotá,51.0,68934.83672443473,2,0,SÍ,0
ORD-65609,"Oct 15, 2024",Bogot√±,25.0,33809.19716028649,1,1,SÍ,0
ORD-66661,15/10/2024,Monterrey  ,76.0,21911.77197715013,1,1,NO,0
ORD-41024,2024-10-15,Medellin,89.0,88297.49791361362,1,1,NO,0
ORD-80313,"Oct 15, 2024",CDMX,66.0,45192.524149272955,2,1,SÍ,0
ORD-63006,2024/10/15,Bogota,34.0,55621.220401140956,1,1,SÍ,0
ORD-25338,"Oct 15, 2024",Bogot√±,77.0,62136.61311616855,2,1,NO,0
ORD-78027,2024/10/15,Ciudad de M√©xico,62.0,18657.496752544488,1,1,SÍ,0
ORD-90135,2024/10/15,Medellín,86.0,61566.65342049719,2,0,SÍ,0
ORD-29508,2024/10/15,Monterrey  ,49.0,52478.16340386593,1,0,NO,1
ORD-13051,2024-10-15,Ciudad de M√©xico,61.0,33911.73255739022,2,0,SÍ,0
ORD-58747,"Oct 15, 2024",Bogotá,82.0,21086.60037905677,1,0,SÍ,1
ORD-97142,2024/10/15,Medellín,25.0,65147.13869893175,2,1,SÍ,0
ORD-97235,15/10/2024,Medell√edn,89.0,78192.80020487198,3,0,?,0
ORD-64021,"Oct 15, 2024",Medell√edn,60.0,54464.76293482007,3,0,?,1
ORD-76412,15/10/2024,Medell√edn,18.0,14138.36645375783,2,1,SÍ,0
ORD-68335,2024-10-15,Medellin,68.0,23566.679570631743,2,1,SÍ,0
ORD-66179,2024-10-15,Bogot√±,41.0,39196.907266898656,2,1,SÍ,0
ORD-42093,"Oct 15, 2024",Bogota,41.0,89115.49352901874,2,0,SÍ,0
ORD-79678,2024-10-15,Bogot√±,34.0,43831.23344752811,1,0,NO,0
ORD-90738,2024-10-15,Monterrey  ,22.0,38285.776930045,2,1,NO,0
ORD-49734,"Oct 15, 2024",Bogot√±,37.0,8162.880008097127,2,1,SÍ,0
ORD-82615,15/10/2024,Bogot√±,38.0,33582.88024724722,1,0,SÍ,1
ORD-83523,2024/10/15,Bogotá,75.0,19176.591150229244,1,1,SÍ,0
ORD-27019,"Oct 15, 2024",Bogota,48.0,24920.504226930003,1,1,SÍ,1
ORD-93613,"Oct 15, 2024",Bogot√±,28.0,52998.76700396856,2,1,SÍ,0
ORD-96672,2024/10/15,Bogota,69.0,39970.89485972057,1,1,NO,0
ORD-83847,15/10/2024,CDMX,32.0,92487.36131678364,1,0,NO,1
ORD-92750,2024/10/15,Medell√edn,24.0,76950.08431768691,1,1,NO,0
ORD-89634,2024/10/15,Ciudad de M√©xico,45.0,34777.90155474153,2,1,SÍ,0
ORD-38251,15/10/2024,Bogotá,68.0,27079.553956487125,2,0,NO,0
ORD-35945,15/10/2024,Medell√edn,75.0,84566.04839160483,1,1,SÍ,0
ORD-42217,2024/10/15,Bogota,22.0,91501.06223708708,1,0,SÍ,1
ORD-18308,2024/10/15,Medell√edn,22.0,-4856.206088638304,1,1,NO,0
ORD-15949,"Oct 15, 2024",Bogot√±,25.0,52321.44059929254,3,0,SÍ,0
ORD-61990,15/10/2024,Ciudad de M√©xico,81.0,43703.042302581816,2,1,NO,0
ORD-11150,2024-10-15,Bogot√±,27.0,66228.00350149842,2,0,NO,0
ORD-99480,15/10/2024,Monterrey  ,55.0,98566.7031040376,1,1,no,0
ORD-84740,2024/10/15,Bogot√±,25.0,37898.57451680504,2,1,?,0
ORD-76617,2024/10/15,Ciudad de M√©xico,42.0,-1517.4628665978526,2,1,SÍ,0
ORD-26896,2024/10/15,Medellín,83.0,64475.19250373159,1,1,N/A,0
ORD-56175,2024/10/15,CDMX,67.0,84749.10171510506,1,1,NO,1
ORD-17805,2024-10-15,Bogota,84.0,42406.00546200563,1,1,NO,0
ORD-15237,15/10/2024,CDMX,66.0,32374.062996508474,2,0,SÍ,0
ORD-30056,2024-10-15,Monterrey  ,53.0,39068.51486555752,3,0,si,0
ORD-55543,2024-10-15,CDMX,85.0,71255.13417828087,2,0,SÍ,0
ORD-66556,2024/10/15,Medell√edn,58.0,38638.47646787549,2,0,si,0
ORD-13343,2024-10-15,Bogotá,79.0,58219.007508571136,1,1,SÍ,0
ORD-23500,2024/10/15,Ciudad de M√©xico,27.0,50695.0728934985,2,0,NO,0
ORD-63222,2024/10/15,Bogotá,38.0,48115.50968943085,2,1,SÍ,0
ORD-39375,2024/10/15,Ciudad de M√©xico,53.0,67532.30816880582,1,1,SÍ,0
ORD-19662,2024-10-15,Bogota,29.0,38035.50250339514,3,1,SÍ,0
ORD-26964,2024/10/15,CDMX,19.0,39235.33599544303,1,1,SÍ,0
ORD-69638,2024-10-15,Bogota,30.0,69940.07124999385,1,1,SÍ,0
ORD-83666,15/10/2024,Bogot√±,70.0,25326.866895783685,2,0,SÍ,1
ORD-95067,2024/10/15,Bogot√±,49.0,27994.49522944182,2,0,NO,0
ORD-77215,"Oct 15, 2024",Bogotá,33.0,18492.142716410166,2,1,si,0
ORD-79042,"Oct 15, 2024",Medellin,49.0,71225.27283191383,1,1,NO,0
ORD-23284,"Oct 15, 2024",Medellin,49.0,47369.07579796831,2,1,SÍ,0
ORD-82789,"Oct 15, 2024",Medellin,28.0,17159.621348023342,2,1,SÍ,0
ORD-94664,"Oct 15, 2024",Monterrey  ,27.0,71345.21405772671,2,1,SÍ,0
ORD-71389,2024-10-15,Medell√edn,32.0,36111.44596061411,4,1,no,0
ORD-19435,15/10/2024,Medell√edn,34.0,28208.04802907787,2,0,si,0
ORD-64340,2024-10-15,Bogot√±,57.0,45108.0360280762,1,1,SÍ,0
ORD-54078,2024/10/15,Medellin,35.0,86968.09023669729,2,1,SÍ,0
ORD-88832,15/10/2024,Ciudad de M√©xico,72.0,,1,0,si,1
ORD-61293,15/10/2024,Bogot√±,42.0,64383.471602889615,1,0,si,1
ORD-88781,15/10/2024,Bogota,76.0,68177.00051127384,2,1,si,0
ORD-70403,15/10/2024,Medellin,39.0,61081.83245016015,4,0,si,0
ORD-39124,"Oct 15, 2024",Bogot√±,,81776.79124185655,1,0,SÍ,0
ORD-53919,2024/10/15,Medellin,61.0,32322.099884193027,2,1,SÍ,0
ORD-45247,15/10/2024,Monterrey  ,49.0,23916.628923741595,1,0,SÍ,0
ORD-72752,15/10/2024,Bogotá,68.0,23425.833599375128,2,1,SÍ,0
ORD-66573,"Oct 15, 2024",Medellín,63.0,46388.289617505165,2,0,SÍ,0
ORD-69101,2024-10-15,Medellin,38.0,26323.833553986777,2,1,NO,0
ORD-36646,2024-10-15,Bogota,49.0,53688.52279663321,1,1,SÍ,0
ORD-33049,2024-10-15,Bogota,56.0,51924.71049312234,2,1,SÍ,0
ORD-89605,2024/10/15,Bogotá,29.0,75464.33257965102,4,0,SÍ,0
ORD-78385,2024-10-15,CDMX,64.0,57278.607705901006,2,1,SÍ,0
ORD-50158,15/10/2024,Bogota,35.0,39596.20360346379,2,1,SÍ,0
ORD-75417,"Oct 15, 2024",Bogot√±,38.0,60271.23011081707,3,1,si,0
ORD-33289,"Oct 15, 2024",Bogota,30.0,24245.14950255148,1,1,si,0
ORD-19823,2024-10-15,Medellín,38.0,49046.48279939207,2,1,SÍ,0
ORD-70160,"Oct 15, 2024",Bogotá,25.0,57985.030839889514,3,1,NO,0
ORD-51975,15/10/2024,Bogot√±,63.0,53232.939953753164,1,0,SÍ,0
ORD-19540,2024-10-15,Medellin,24.0,60376.6273733996,2,0,NO,0
ORD-26364,15/10/2024,Bogotá,40.0,33898.84960718022,1,1,SÍ,0
ORD-14611,2024/10/15,Medellín,39.0,78800.78507023791,2,0,SÍ,0
ORD-37663,15/10/2024,Medell√edn,39.0,95554.22373489267,2,1,si,0
ORD-61991,15/10/2024,Medellín,46.0,9933.096378535141,1,1,SÍ,0
ORD-67679,15/10/2024,Ciudad de M√©xico,30.0,19610.050101143795,2,1,SÍ,0
ORD-40977,15/10/2024,Ciudad de M√©xico,19.0,51077.07520060964,1,0,SÍ,0
ORD-59115,2024/10/15,Medell√edn,46.0,43586.225486178155,1,0,SÍ,0
ORD-98223,2024-10-15,Monterrey  ,69.0,97410.31014431955,1,1,SÍ,1
ORD-70890,15/10/2024,Bogota,44.0,55494.60808561153,3,1,si,0
ORD-76387,2024-10-15,CDMX,67.0,84813.63134314894,1,1,NO,1
ORD-28071,"Oct 15, 2024",CDMX,40.0,-1228.0971613400034,3,0,NO,0
ORD-69275,15/10/2024,Medellín,61.0,70354.2370833088,2,0,SÍ,1
ORD-82369,15/10/2024,Medell√edn,39.0,32112.079518541974,1,0,SÍ,1
ORD-21938,"Oct 15, 2024",Medell√edn,60.0,31711.435759508568,2,1,SÍ,1
ORD-45195,2024-10-15,Medellin,54.0,43791.049339696896,2,0,SÍ,0
ORD-14000,2024/10/15,Bogotá,78.0,14385.4090067227,2,0,NO,0
ORD-80588,15/10/2024,Bogot√±,73.0,61069.63813304631,1,0,SÍ,0
ORD-48304,"Oct 15, 2024",Ciudad de M√©xico,20.0,54767.87416791987,1,0,si,1
ORD-79449,"Oct 15, 2024",CDMX,80.0,56654.806204681765,1,1,SÍ,0
ORD-92986,15/10/2024,Bogota,36.0,72175.77555332264,1,1,SÍ,0
ORD-99643,2024-10-15,Bogot√±,40.0,87869.55115485385,1,0,SÍ,0
ORD-30764,2024-10-15,Medellín,46.0,40907.22377281132,1,0,SÍ,0
ORD-96027,15/10/2024,Medellin,47.0,61933.76599341184,1,0,SÍ,0
ORD-48494,"Oct 15, 2024",Bogot√±,56.0,57324.705208374486,1,0,SÍ,1
ORD-13373,15/10/2024,Medellin,,59440.36265822349,1,0,SÍ,0
ORD-22161,2024/10/15,CDMX,25.0,59814.941611649585,1,1,NO,0
ORD-37350,2024/10/15,CDMX,,89762.58361412097,4,0,NO,1
ORD-35351,2024-10-15,Bogota,33.0,38508.07828776766,1,0,SÍ,1
ORD-98668,2024/10/15,Medell√edn,89.0,11856.602419907947,2,0,SÍ,1
ORD-25305,"Oct 15, 2024",Medellín,18.0,32553.15578460282,1,1,NO,0
ORD-85353,2024/10/15,Monterrey  ,22.0,68931.67333838512,3,1,N/A,0
ORD-86797,15/10/2024,Bogota,20.0,50583.23771617943,1,1,NO,0
ORD-75953,"Oct 15, 2024",CDMX,82.0,38310.0164876251,4,1,SÍ,0
ORD-67458,2024-10-15,Bogotá,21.0,23087.568289758954,2,1,NO,0
ORD-30358,2024-10-15,Medell√edn,,55532.153043263315,1,0,NO,0
ORD-13267,2024/10/15,Bogotá,27.0,66112.65688184522,3,1,SÍ,0
ORD-92745,2024-10-15,Bogota,38.0,,2,0,si,1
ORD-99588,15/10/2024,Bogot√±,63.0,43666.741721126346,1,1,SÍ,0
ORD-48513,"Oct 15, 2024",Monterrey  ,44.0,53666.03210743656,2,1,?,0
ORD-36092,15/10/2024,Medellin,83.0,53521.07416393538,3,1,NO,0
ORD-21338,15/10/2024,Bogota,58.0,54742.42328044156,2,1,NO,0
ORD-10412,15/10/2024,Medellin,30.0,20392.376224521995,1,1,NO,0
ORD-17543,15/10/2024,Medellin,26.0,54933.15876537195,2,1,SÍ,0
ORD-43496,"Oct 15, 2024",Bogotá,53.0,38985.08828834514,2,1,NO,0
ORD-70692,"Oct 15, 2024",Bogot√±,75.0,76015.46515024397,3,1,si,0
ORD-99084,15/10/2024,Medellin,71.0,53322.96604375685,2,1,NO,0
ORD-54425,15/10/2024,Monterrey  ,29.0,70886.9805455723,1,1,si,0
ORD-48756,2024-10-15,Bogotá,31.0,42455.465323756194,3,1,si,0
ORD-28888,2024-10-15,CDMX,51.0,43357.15405971354,1,0,?,1
ORD-45735,"Oct 15, 2024",Bogotá,70.0,87356.28115640831,1,0,NO,1
ORD-57295,2024-10-15,Monterrey  ,37.0,60908.37971038771,2,1,NO,0
ORD-93042,"Oct 15, 2024",Medell√edn,33.0,32137.136689856532,2,1,SÍ,0
ORD-95999,"Oct 15, 2024",Bogotá,87.0,72424.36096551186,1,1,NO,1
ORD-27955,2024/10/15,CDMX,,36667.38166430323,2,1,SÍ,1
ORD-47841,"Oct 15, 2024",Medellin,75.0,55642.453445288076,1,1,SÍ,0
ORD-80640,2024-10-15,Ciudad de M√©xico,21.0,95916.86577148511,2,0,SÍ,0
ORD-75510,2024/10/15,Ciudad de M√©xico,21.0,14217.940309048645,2,0,si,0
ORD-44911,2024-10-15,Ciudad de M√©xico,37.0,45605.45195583659,1,0,si,0
ORD-69031,"Oct 15, 2024",Medell√edn,27.0,60206.791022550766,1,0,NO,0
ORD-98726,"Oct 15, 2024",CDMX,41.0,69117.45836661685,1,1,SÍ,0
ORD-17357,15/10/2024,Monterrey  ,43.0,18969.152315978183,4,1,NO,0
ORD-42479,"Oct 15, 2024",Bogota,54.0,11605.24328562455,1,1,NO,1
ORD-71476,2024/10/15,Ciudad de M√©xico,71.0,77268.73379976065,1,1,SÍ,0
ORD-54811,"Oct 15, 2024",Bogota,38.0,31989.628579904063,2,0,SÍ,0
ORD-46208,15/10/2024,Medell√edn,55.0,30942.937300067122,2,0,SÍ,0
ORD-30150,"Oct 15, 2024",Bogota,63.0,88756.24181930417,1,1,NO,0
ORD-81180,"Oct 15, 2024",Medell√edn,21.0,51742.55786829556,2,0,NO,0
ORD-53286,"Oct 15, 2024",Bogota,77.0,51905.95569203936,1,0,SÍ,0
ORD-78450,15/10/2024,Bogotá,74.0,45505.01387121169,4,1,?,0
ORD-31352,2024-10-15,Ciudad de M√©xico,62.0,19400.44833142075,1,0,SÍ,1
ORD-65069,"Oct 15, 2024",Bogot√±,37.0,66892.4237348597,1,1,SÍ,0
ORD-24397,2024/10/15,Medellín,34.0,60236.26304814059,2,0,SÍ,0
ORD-51555,15/10/2024,Medell√edn,88.0,54217.28313348582,1,0,SÍ,0
ORD-56959,2024/10/15,Medellin,21.0,47091.92401809355,2,0,SÍ,1
ORD-10728,"Oct 15, 2024",Medellín,31.0,42692.00876654283,1,0,SÍ,0
ORD-60517,15/10/2024,Monterrey  ,20.0,72812.08473868537,1,1,NO,0
ORD-76234,"Oct 15, 2024",Medell√edn,75.0,46467.673419847626,2,1,SÍ,0
ORD-49954,2024/10/15,Medell√edn,72.0,48398.47403665277,2,1,NO,0
ORD-57280,15/10/2024,Bogota,21.0,63247.32887209434,2,1,NO,0
ORD-89459,2024-10-15,Medell√edn,41.0,55199.02326700965,1,0,SÍ,0
ORD-26779,2024-10-15,Ciudad de M√©xico,51.0,91056.90143851096,1,1,NO,0
ORD-73932,2024-10-15,CDMX,47.0,5965.830563167394,1,0,SÍ,1
ORD-82936,"Oct 15, 2024",CDMX,36.0,57497.685959181574,1,0,si,0
ORD-34466,15/10/2024,Monterrey  ,48.0,32359.855488195775,2,1,no,0
ORD-46939,2024/10/15,Bogot√±,77.0,26447.836631126767,3,1,SÍ,0
ORD-79896,2024/10/15,Ciudad de M√©xico,77.0,38573.39484889131,1,1,no,1
ORD-45270,"Oct 15, 2024",Ciudad de M√©xico,36.0,51366.98521204404,1,0,NO,0
ORD-69163,"Oct 15, 2024",Bogotá,66.0,52476.726898085246,1,0,no,0
ORD-92637,2024/10/15,CDMX,80.0,12067.344608037674,1,1,NO,0
ORD-61934,15/10/2024,Medellín,39.0,36472.904258054514,1,0,SÍ,0
ORD-74895,"Oct 15, 2024",Medellin,41.0,57030.53878691148,3,0,si,0
ORD-42307,15/10/2024,Medell√edn,47.0,28076.738730408637,2,0,SÍ,0
ORD-64098,2024/10/15,Bogot√±,75.0,22130.402382087115,4,0,SÍ,1
ORD-70921,15/10/2024,Medellin,48.0,-6403.307687323613,3,0,SÍ,0
ORD-15486,2024-10-15,Medellin,81.0,33420.16379061603,2,1,SÍ,0
ORD-18335,2024/10/15,Bogotá,36.0,21259.270026229653,2,1,NO,0
ORD-96900,2024-10-15,Bogot√±,65.0,25401.677922248553,1,1,NO,0
ORD-99112,2024/10/15,Bogot√±,62.0,43204.49241800867,2,0,no,0
ORD-21130,2024-10-15,Bogotá,72.0,35004.278086427556,3,0,SÍ,0
ORD-97508,15/10/2024,Ciudad de M√©xico,72.0,20844.05265351735,1,1,?,0
ORD-70566,2024/10/15,Bogotá,35.0,-2896.0391308306716,3,1,no,0
ORD-76703,2024/10/15,Ciudad de M√©xico,80.0,,1,1,SÍ,0
ORD-37192,2024-10-15,Medellín,64.0,68820.68034521182,3,1,SÍ,0
ORD-11062,15/10/2024,Monterrey  ,74.0,40081.37552514066,3,0,si,1
ORD-94076,2024/10/15,Ciudad de M√©xico,62.0,43355.60758864307,2,1,NO,0
ORD-99780,"Oct 15, 2024",Medellin,50.0,50070.26289215308,2,1,NO,0
ORD-31545,2024-10-15,Ciudad de M√©xico,34.0,89469.58941530628,2,0,NO,0
ORD-31689,2024/10/15,Monterrey  ,87.0,10807.305154355723,2,1,SÍ,0
ORD-21174,15/10/2024,Medell√edn,21.0,39637.75685318576,4,1,SÍ,0
ORD-98461,15/10/2024,Bogotá,37.0,6950.6758966820125,2,0,NO,0
ORD-19348,15/10/2024,Medell√edn,64.0,59057.961468388974,2,0,SÍ,0
ORD-33714,15/10/2024,Bogotá,32.0,46401.04015529972,2,0,NO,0
ORD-48102,2024-10-15,Medellín,87.0,55074.80282340194,2,1,si,0
ORD-84460,2024/10/15,CDMX,64.0,,2,0,NO,0
ORD-99930,2024-10-15,Medellin,26.0,,2,0,N/A,0
ORD-16801,2024-10-15,Medellin,33.0,63453.324114211646,2,0,SÍ,0
ORD-82267,15/10/2024,CDMX,86.0,70762.6989415022,1,1,NO,1
ORD-58136,"Oct 15, 2024",CDMX,,23361.6327525764,1,1,NO,0
ORD-33625,15/10/2024,Bogotá,27.0,79829.27162437861,2,1,N/A,0
ORD-92873,"Oct 15, 2024",Medellin,67.0,31940.931512775012,1,0,NO,0
ORD-82592,2024-10-15,Medellin,20.0,33378.26143440048,1,1,SÍ,0
ORD-87052,15/10/2024,CDMX,87.0,56771.06443382487,2,1,?,0
ORD-54261,15/10/2024,Bogotá,68.0,57547.95657623191,1,1,NO,1
ORD-11542,2024-10-15,Ciudad de M√©xico,36.0,23203.579944188034,1,1,SÍ,0
ORD-31677,15/10/2024,Ciudad de M√©xico,59.0,45668.01770565258,2,1,NO,1
ORD-56732,2024/10/15,Monterrey  ,52.0,87205.88292173689,4,1,si,0
ORD-60343,"Oct 15, 2024",Bogota,63.0,13291.585961647623,2,0,NO,1
ORD-49081,"Oct 15, 2024",Bogot√±,43.0,87130.48102531815,4,1,SÍ,0
ORD-72856,"Oct 15, 2024",Medellín,86.0,43957.538714587754,2,1,si,0
ORD-98858,15/10/2024,Bogotá,81.0,-9999.0,1,1,NO,1
ORD-29065,2024/10/15,Ciudad de M√©xico,54.0,15831.70666292734,2,1,NO,0
ORD-93460,15/10/2024,Bogot√±,66.0,25913.061556620163,2,1,SÍ,0
ORD-98092,"Oct 15, 2024",Bogot√±,38.0,34401.767480431445,1,0,SÍ,0
ORD-64693,15/10/2024,Bogot√±,81.0,47382.16853436655,1,0,NO,0
ORD-36962,"Oct 15, 2024",CDMX,22.0,-17587.003244039297,2,1,si,0
ORD-38295,2024-10-15,Monterrey  ,,54670.10981194134,1,1,SÍ,1
ORD-23807,"Oct 15, 2024",Bogota,21.0,23622.737291877893,2,0,SÍ,0
ORD-52348,2024-10-15,Bogotá,56.0,84763.06429002646,1,0,SÍ,0
ORD-36432,2024-10-15,Monterrey  ,52.0,43245.58198140064,2,1,NO,0
ORD-93285,2024-10-15,Medell√edn,18.0,73571.15429331825,2,1,SÍ,0
ORD-67854,"Oct 15, 2024",Monterrey  ,41.0,77758.72449785733,1,1,SÍ,0
ORD-50262,2024/10/15,Medell√edn,74.0,77081.83108665541,1,1,SÍ,1
ORD-47080,"Oct 15, 2024",Bogota,87.0,35839.83142593786,2,1,NO,0
ORD-11324,15/10/2024,Bogotá,58.0,35519.996056966906,2,1,SÍ,0
ORD-45909,15/10/2024,CDMX,71.0,44375.66751779212,3,1,SÍ,1
ORD-99339,2024/10/15,Bogot√±,63.0,65905.93438447313,2,1,no,0
ORD-29870,2024/10/15,Bogotá,77.0,37232.618256145935,2,1,SÍ,0
ORD-44578,2024/10/15,CDMX,77.0,47018.43816024381,1,1,SÍ,0
ORD-82124,2024-10-15,Bogotá,74.0,56839.845408486246,1,1,no,0
ORD-36790,2024/10/15,CDMX,48.0,27377.701848803335,1,0,SÍ,0
ORD-35289,2024/10/15,Bogotá,41.0,25797.29279177206,2,0,NO,0
ORD-65129,2024/10/15,Monterrey  ,53.0,46043.40296490023,1,0,SÍ,0
ORD-25485,"Oct 15, 2024",Monterrey  ,47.0,49354.47037379104,1,0,NO,0
ORD-54482,15/10/2024,Monterrey  ,41.0,60847.137000041075,2,0,SÍ,0
ORD-96188,15/10/2024,Bogot√±,47.0,66797.1643737889,2,0,si,0
ORD-14748,2024/10/15,Medellín,24.0,22523.429485708784,1,0,SÍ,0
ORD-96769,15/10/2024,Medellin,52.0,29697.87670141088,1,1,SÍ,0
ORD-19435,"Oct 15, 2024",Medell√edn,72.0,,2,1,NO,0
ORD-13709,15/10/2024,Monterrey  ,31.0,85311.18503978555,2,0,?,0
ORD-40355,2024-10-15,Medellín,27.0,46993.235244936615,2,1,SÍ,0
ORD-65771,"Oct 15, 2024",Medell√edn,33.0,50403.23238112553,1,1,si,1
ORD-67799,15/10/2024,Bogotá,71.0,51444.359100337824,2,1,SÍ,1
ORD-23116,15/10/2024,Bogota,87.0,32108.24965705902,3,1,NO,0
ORD-35470,"Oct 15, 2024",CDMX,61.0,89106.73797365077,1,0,SÍ,1
ORD-52344,15/10/2024,Medellín,62.0,60275.6663704682,4,0,NO,0
ORD-52918,15/10/2024,Ciudad de M√©xico,73.0,50989.763244448724,1,1,SÍ,1
ORD-62224,2024/10/15,Medellín,74.0,22368.58947123585,1,0,SÍ,0
ORD-49298,2024-10-15,Monterrey  ,38.0,20951.68770859388,2,1,SÍ,0
ORD-90219,"Oct 15, 2024",Monterrey  ,85.0,42277.31170985579,1,0,SÍ,0
ORD-71629,2024/10/15,Medellín,67.0,32500.205160704252,1,0,no,0
ORD-76040,15/10/2024,CDMX,50.0,23313.891361336202,2,0,N/A,0
ORD-38016,"Oct 15, 2024",Medell√edn,24.0,40726.04951071112,2,0,NO,0
ORD-33960,"Oct 15, 2024",Bogotá,87.0,44589.29929310277,3,1,SÍ,0
